seed,grouping,label_mode,budget,competence,classes,requested_examples,actual_examples,transfer_indices
6,competence,pseudo,10,2,[7],10,10,"[182,222,368,480,568,690,707,1113,1314,1467]"
6,competence,pseudo,10,3,[0],10,10,"[30,202,252,682,1105,1287,1335,1493,1615,1703]"
6,competence,pseudo,10,4,[2],10,10,"[51,184,205,528,851,1104,1214,1344,1625,1717]"
6,competence,pseudo,20,1,"[1,3,4,5,6,8,9]",20,20,"[9,69,111,119,221,379,390,432,519,611,699,710,794,873,931,1008,1028,1040,1558,1784]"
6,competence,pseudo,20,2,[7],20,20,"[17,94,222,342,368,413,429,480,533,602,628,820,1009,1046,1121,1275,1314,1432,1595,1674]"
6,competence,pseudo,20,3,[0],20,20,"[55,78,79,202,252,416,464,718,812,1077,1105,1106,1206,1287,1335,1359,1388,1470,1494,1687]"
6,competence,pseudo,20,4,[2],20,20,"[2,51,205,333,463,499,528,631,851,1081,1142,1214,1344,1499,1557,1597,1625,1717,1721,1742]"
6,competence,pseudo,40,1,"[1,3,4,5,6,8,9]",40,40,"[9,14,31,46,58,117,324,373,379,387,397,402,419,432,482,527,540,586,601,608,615,768,818,838,867,911,988,1010,1062,1138,1168,1346,1384,1447,1453,1473,1602,1614,1659,1723]"
6,competence,pseudo,40,2,[7],40,36,"[17,94,182,222,299,342,368,393,413,429,480,494,533,568,602,628,690,707,820,837,912,1009,1036,1046,1113,1121,1164,1275,1314,1405,1432,1467,1509,1595,1674,1710]"
6,competence,pseudo,40,3,[0],40,36,"[30,55,78,79,202,252,416,464,656,676,682,718,776,812,848,1077,1105,1106,1153,1205,1206,1287,1335,1359,1365,1388,1470,1487,1493,1494,1615,1663,1687,1703,1722,1739]"
6,competence,pseudo,40,4,[2],40,35,"[2,51,84,152,184,205,331,333,463,499,528,566,631,851,891,917,1031,1081,1104,1142,1169,1214,1234,1344,1472,1492,1499,1557,1593,1597,1618,1625,1717,1721,1742]"
6,competence,true,5,1,"[1,3,4,5,6,8,9]",5,5,"[489,625,873,1028,1461]"
6,competence,true,5,2,[7],5,5,"[222,690,820,1113,1405]"
6,competence,true,5,3,[0],5,5,"[78,776,848,1494,1739]"
6,competence,true,5,4,[2],5,5,"[2,205,1344,1717,1721]"
6,competence,true,10,1,"[1,3,4,5,6,8,9]",10,10,"[107,281,519,719,768,998,1483,1532,1550,1692]"
6,competence,true,10,2,[7],10,10,"[182,222,368,480,568,690,707,1113,1314,1467]"
6,competence,true,10,3,[0],10,10,"[30,202,252,682,1105,1287,1335,1493,1615,1703]"
6,competence,true,10,4,[2],10,10,"[51,184,205,528,851,1104,1214,1344,1625,1717]"
6,competence,true,20,1,"[1,3,4,5,6,8,9]",20,20,"[9,69,111,119,221,379,390,432,519,611,699,710,794,873,931,1008,1028,1040,1558,1784]"
6,competence,true,20,2,[7],20,20,"[17,94,222,342,368,413,429,480,533,602,628,820,1009,1046,1121,1275,1314,1432,1595,1674]"
6,competence,true,20,3,[0],20,20,"[55,78,79,202,252,416,464,718,812,1077,1105,1106,1206,1287,1335,1359,1388,1470,1494,1687]"
6,competence,true,20,4,[2],20,20,"[2,51,205,333,463,499,528,631,851,1081,1142,1214,1344,1499,1557,1597,1625,1717,1721,1742]"
6,competence,true,40,1,"[1,3,4,5,6,8,9]",40,40,"[9,14,31,46,58,117,324,373,379,387,397,402,419,432,482,527,540,586,601,608,615,768,818,838,867,911,988,1010,1062,1138,1168,1346,1384,1447,1453,1473,1602,1614,1659,1723]"
6,competence,true,40,2,[7],40,36,"[17,94,182,222,299,342,368,393,413,429,480,494,533,568,602,628,690,707,820,837,912,1009,1036,1046,1113,1121,1164,1275,1314,1405,1432,1467,1509,1595,1674,1710]"
6,competence,true,40,3,[0],40,36,"[30,55,78,79,202,252,416,464,656,676,682,718,776,812,848,1077,1105,1106,1153,1205,1206,1287,1335,1359,1365,1388,1470,1487,1493,1494,1615,1663,1687,1703,1722,1739]"
6,competence,true,40,4,[2],40,35,"[2,51,84,152,184,205,331,333,463,499,528,566,631,851,891,917,1031,1081,1104,1142,1169,1214,1234,1344,1472,1492,1499,1557,1593,1597,1618,1625,1717,1721,1742]"
6,random,pseudo,5,1,"[1,2,3,5,6,7,9]",5,5,"[456,581,882,1036,1492]"
6,random,pseudo,5,2,[4],5,5,"[198,746,863,1070,1374]"
6,random,pseudo,5,3,[0],5,5,"[78,776,848,1494,1739]"
6,random,pseudo,5,4,[8],5,5,"[76,482,1175,1583,1675]"
6,random,pseudo,10,1,"[1,2,3,5,6,7,9]",10,10,"[94,251,479,705,791,1010,1532,1572,1593,1710]"
6,random,pseudo,10,2,[4],10,10,"[111,198,324,584,710,746,770,1070,1328,1429]"
6,random,pseudo,10,3,[0],10,10,"[30,202,252,682,1105,1287,1335,1493,1615,1703]"
6,random,pseudo,10,4,[8],10,10,"[114,414,482,664,722,1057,1123,1175,1537,1583]"
6,random,pseudo,20,1,"[1,2,3,5,6,7,9]",20,20,"[6,63,103,119,205,355,381,413,479,566,631,690,835,882,936,1021,1036,1046,1595,1784]"
6,random,pseudo,20,2,[4],20,20,"[14,68,198,320,324,390,540,584,687,714,743,863,988,1043,1138,1221,1328,1384,1512,1515]"
6,random,pseudo,20,3,[0],20,20,"[55,78,79,202,252,416,464,718,812,1077,1105,1106,1206,1287,1335,1359,1388,1470,1494,1687]"
6,random,pseudo,20,4,[8],20,20,"[76,114,482,630,638,639,664,699,722,1028,1067,1123,1175,1305,1327,1453,1537,1583,1675,1685]"
6,random,pseudo,40,1,"[1,2,3,5,6,7,9]",40,40,"[6,9,19,42,51,117,299,342,355,368,389,392,402,413,445,480,494,533,551,561,568,791,837,858,875,917,1008,1024,1081,1164,1234,1378,1447,1473,1474,1499,1618,1633,1690,1723]"
6,random,pseudo,40,2,[4],40,36,"[14,68,111,198,260,320,324,353,390,540,584,640,687,710,714,743,746,770,863,873,897,988,998,1043,1070,1138,1148,1221,1328,1374,1384,1429,1483,1512,1515,1777]"
6,random,pseudo,40,3,[0],40,36,"[30,55,78,79,202,252,416,464,656,676,682,718,776,812,848,1077,1105,1106,1153,1205,1206,1287,1335,1359,1365,1388,1470,1487,1493,1494,1615,1663,1687,1703,1722,1739]"
6,random,pseudo,40,4,[8],40,35,"[76,114,309,379,414,482,513,630,638,639,664,674,699,722,742,768,794,1028,1057,1067,1069,1123,1141,1175,1210,1280,1305,1327,1443,1453,1455,1537,1583,1675,1685]"
6,random,true,5,1,"[1,2,3,5,6,7,9]",5,5,"[456,581,882,1036,1492]"
6,random,true,5,2,[4],5,5,"[198,746,863,1070,1374]"
6,random,true,5,3,[0],5,5,"[78,776,848,1494,1739]"
6,random,true,5,4,[8],5,5,"[76,482,1175,1583,1675]"
6,random,true,10,1,"[1,2,3,5,6,7,9]",10,10,"[94,251,479,705,791,1010,1532,1572,1593,1710]"
6,random,true,10,2,[4],10,10,"[111,198,324,584,710,746,770,1070,1328,1429]"
6,random,true,10,3,[0],10,10,"[30,202,252,682,1105,1287,1335,1493,1615,1703]"
6,random,true,10,4,[8],10,10,"[114,414,482,664,722,1057,1123,1175,1537,1583]"
6,random,true,20,1,"[1,2,3,5,6,7,9]",20,20,"[6,63,103,119,205,355,381,413,479,566,631,690,835,882,936,1021,1036,1046,1595,1784]"
6,random,true,20,2,[4],20,20,"[14,68,198,320,324,390,540,584,687,714,743,863,988,1043,1138,1221,1328,1384,1512,1515]"
6,random,true,20,3,[0],20,20,"[55,78,79,202,252,416,464,718,812,1077,1105,1106,1206,1287,1335,1359,1388,1470,1494,1687]"
6,random,true,20,4,[8],20,20,"[76,114,482,630,638,639,664,699,722,1028,1067,1123,1175,1305,1327,1453,1537,1583,1675,1685]"
6,random,true,40,1,"[1,2,3,5,6,7,9]",40,40,"[6,9,19,42,51,117,299,342,355,368,389,392,402,413,445,480,494,533,551,561,568,791,837,858,875,917,1008,1024,1081,1164,1234,1378,1447,1473,1474,1499,1618,1633,1690,1723]"
6,random,true,40,2,[4],40,36,"[14,68,111,198,260,320,324,353,390,540,584,640,687,710,714,743,746,770,863,873,897,988,998,1043,1070,1138,1148,1221,1328,1374,1384,1429,1483,1512,1515,1777]"
6,random,true,40,3,[0],40,36,"[30,55,78,79,202,252,416,464,656,676,682,718,776,812,848,1077,1105,1106,1153,1205,1206,1287,1335,1359,1365,1388,1470,1487,1493,1494,1615,1663,1687,1703,1722,1739]"
6,random,true,40,4,[8],40,35,"[76,114,309,379,414,482,513,630,638,639,664,674,699,722,742,768,794,1028,1057,1067,1069,1123,1141,1175,1210,1280,1305,1327,1443,1453,1455,1537,1583,1675,1685]"
7,competence,pseudo,5,1,"[2,3,5,6,8,9]",5,5,"[109,332,524,1354,1468]"
7,competence,pseudo,5,2,"[1,4]",5,5,"[390,873,972,1091,1242]"
7,competence,pseudo,5,3,[0],5,5,"[286,536,806,854,1359]"
7,competence,pseudo,5,4,[7],5,5,"[86,472,568,698,764]"
7,competence,pseudo,10,1,"[2,3,5,6,8,9]",10,10,"[484,774,801,1018,1100,1143,1147,1409,1750,1765]"
7,competence,pseudo,10,2,"[1,4]",10,10,"[90,210,343,496,623,897,952,998,1053,1071]"
7,competence,pseudo,10,3,[0],10,10,"[0,202,311,386,526,565,854,1335,1493,1573]"
7,competence,pseudo,10,4,[7],10,10,"[300,577,689,764,948,1275,1570,1595,1674,1761]"
7,competence,pseudo,20,1,"[2,3,5,6,8,9]",20,20,"[51,371,524,699,815,1004,1010,1169,1319,1325,1340,1427,1468,1482,1531,1606,1647,1695,1717,1742]"
7,competence,pseudo,20,2,"[1,4]",20,20,"[56,90,100,239,270,324,476,479,563,1053,1117,1151,1242,1247,1419,1439,1485,1567,1760,1774]"
7,competence,pseudo,20,3,[0],20,20,"[20,179,386,434,526,536,565,571,676,747,806,854,877,925,1157,1212,1335,1493,1715,1722]"
7,competence,pseudo,20,4,[7],20,20,"[27,273,300,374,393,472,560,568,663,689,754,828,888,1275,1330,1523,1552,1595,1674,1748]"
7,competence,pseudo,40,1,"[2,3,5,6,8,9]",40,40,"[6,34,109,114,146,161,246,369,371,431,436,489,535,562,685,706,781,851,910,938,962,978,1004,1018,1057,1118,1132,1143,1147,1190,1293,1300,1346,1352,1453,1465,1540,1602,1645,1647]"
7,competence,pseudo,40,2,"[1,4]",40,40,"[56,90,121,154,171,270,324,390,428,442,496,520,537,558,623,650,693,733,767,787,856,952,998,1053,1070,1071,1091,1151,1221,1242,1247,1334,1394,1549,1556,1564,1567,1660,1757,1760]"
7,competence,pseudo,40,3,[0],40,36,"[0,20,36,49,179,202,286,304,311,386,434,526,536,565,571,666,676,695,725,747,806,854,877,902,925,935,1029,1157,1212,1335,1359,1493,1573,1615,1715,1722]"
7,competence,pseudo,40,4,[7],40,36,"[27,86,273,300,308,374,393,429,430,472,504,559,560,568,577,663,689,698,754,764,828,888,948,1056,1275,1330,1399,1509,1523,1552,1570,1595,1674,1748,1753,1761]"
7,competence,true,5,1,"[2,3,5,6,8,9]",5,5,"[109,332,524,1354,1468]"
7,competence,true,5,2,"[1,4]",5,5,"[390,873,972,1091,1242]"
7,competence,true,5,3,[0],5,5,"[286,536,806,854,1359]"
7,competence,true,5,4,[7],5,5,"[86,472,568,698,764]"
7,competence,true,10,1,"[2,3,5,6,8,9]",10,10,"[484,774,801,1018,1100,1143,1147,1409,1750,1765]"
7,competence,true,10,2,"[1,4]",10,10,"[90,210,343,496,623,897,952,998,1053,1071]"
7,competence,true,10,3,[0],10,10,"[0,202,311,386,526,565,854,1335,1493,1573]"
7,competence,true,10,4,[7],10,10,"[300,577,689,764,948,1275,1570,1595,1674,1761]"
7,competence,true,20,1,"[2,3,5,6,8,9]",20,20,"[51,371,524,699,815,1004,1010,1169,1319,1325,1340,1427,1468,1482,1531,1606,1647,1695,1717,1742]"
7,competence,true,20,2,"[1,4]",20,20,"[56,90,100,239,270,324,476,479,563,1053,1117,1151,1242,1247,1419,1439,1485,1567,1760,1774]"
7,competence,true,20,3,[0],20,20,"[20,179,386,434,526,536,565,571,676,747,806,854,877,925,1157,1212,1335,1493,1715,1722]"
7,competence,true,20,4,[7],20,20,"[27,273,300,374,393,472,560,568,663,689,754,828,888,1275,1330,1523,1552,1595,1674,1748]"
7,competence,true,40,1,"[2,3,5,6,8,9]",40,40,"[6,34,109,114,146,161,246,369,371,431,436,489,535,562,685,706,781,851,910,938,962,978,1004,1018,1057,1118,1132,1143,1147,1190,1293,1300,1346,1352,1453,1465,1540,1602,1645,1647]"
7,competence,true,40,2,"[1,4]",40,40,"[56,90,121,154,171,270,324,390,428,442,496,520,537,558,623,650,693,733,767,787,856,952,998,1053,1070,1071,1091,1151,1221,1242,1247,1334,1394,1549,1556,1564,1567,1660,1757,1760]"
7,competence,true,40,3,[0],40,36,"[0,20,36,49,179,202,286,304,311,386,434,526,536,565,571,666,676,695,725,747,806,854,877,902,925,935,1029,1157,1212,1335,1359,1493,1573,1615,1715,1722]"
7,competence,true,40,4,[7],40,36,"[27,86,273,300,308,374,393,429,430,472,504,559,560,568,577,663,689,698,754,764,828,888,948,1056,1275,1330,1399,1509,1523,1552,1570,1595,1674,1748,1753,1761]"
7,random,pseudo,5,1,"[0,1,2,5,6,9]",5,5,"[56,262,479,1335,1450]"
7,random,pseudo,5,2,"[7,8]",5,5,"[393,764,888,978,1056]"
7,random,pseudo,5,3,[4],5,5,"[270,650,998,1023,1439]"
7,random,pseudo,5,4,[3],5,5,"[431,992,1125,1219,1602]"
7,random,pseudo,10,1,"[0,1,2,5,6,9]",10,10,"[440,702,747,952,1010,1100,1117,1372,1742,1757]"
7,random,pseudo,10,2,"[7,8]",10,10,"[27,296,383,462,560,828,872,933,978,1056]"
7,random,pseudo,10,3,[4],10,10,"[100,239,343,390,520,733,1023,1419,1549,1567]"
7,random,pseudo,10,4,[3],10,10,"[431,539,821,962,992,1220,1332,1378,1606,1750]"
7,random,pseudo,20,1,"[0,1,2,5,6,9]",20,20,"[36,311,479,661,774,938,942,1129,1247,1293,1326,1406,1450,1465,1499,1580,1645,1692,1715,1733]"
7,random,pseudo,20,2,"[7,8]",20,20,"[8,27,86,308,332,374,429,430,559,828,948,1057,1175,1330,1409,1509,1523,1552,1761,1794]"
7,random,pseudo,20,3,[4],20,20,"[121,194,390,496,520,650,733,757,800,988,998,1023,1053,1091,1257,1408,1419,1549,1660,1764]"
7,random,pseudo,20,4,[3],20,20,"[189,446,475,484,489,705,735,744,867,962,1004,1125,1219,1260,1300,1378,1478,1518,1606,1726]"
7,random,pseudo,40,1,"[0,1,2,5,6,9]",40,40,"[2,20,56,66,90,135,164,304,311,408,415,442,526,537,657,666,711,788,845,910,917,925,938,952,987,1018,1051,1100,1117,1133,1231,1232,1333,1334,1427,1447,1531,1575,1615,1645]"
7,random,pseudo,40,2,"[7,8]",40,40,"[8,27,114,183,273,332,374,393,394,424,462,472,504,524,560,568,612,663,689,698,754,872,933,978,997,1056,1057,1275,1325,1330,1340,1409,1468,1595,1596,1664,1674,1748,1753,1761]"
7,random,pseudo,40,3,[4],40,36,"[100,121,154,171,194,239,270,324,343,390,496,520,650,733,757,767,800,873,897,988,998,1023,1053,1070,1091,1151,1221,1257,1408,1419,1439,1549,1567,1628,1660,1764]"
7,random,pseudo,40,4,[3],40,37,"[189,431,446,475,477,484,489,539,605,705,706,709,735,744,821,867,962,992,1004,1118,1125,1219,1220,1240,1260,1300,1332,1346,1378,1478,1506,1518,1602,1606,1726,1750,1765]"
7,random,true,5,1,"[0,1,2,5,6,9]",5,5,"[56,262,479,1335,1450]"
7,random,true,5,2,"[7,8]",5,5,"[393,764,888,978,1056]"
7,random,true,5,3,[4],5,5,"[270,650,998,1023,1439]"
7,random,true,5,4,[3],5,5,"[431,992,1125,1219,1602]"
7,random,true,10,1,"[0,1,2,5,6,9]",10,10,"[440,702,747,952,1010,1100,1117,1372,1742,1757]"
7,random,true,10,2,"[7,8]",10,10,"[27,296,383,462,560,828,872,933,978,1056]"
7,random,true,10,3,[4],10,10,"[100,239,343,390,520,733,1023,1419,1549,1567]"
7,random,true,10,4,[3],10,10,"[431,539,821,962,992,1220,1332,1378,1606,1750]"
7,random,true,20,1,"[0,1,2,5,6,9]",20,20,"[36,311,479,661,774,938,942,1129,1247,1293,1326,1406,1450,1465,1499,1580,1645,1692,1715,1733]"
7,random,true,20,2,"[7,8]",20,20,"[8,27,86,308,332,374,429,430,559,828,948,1057,1175,1330,1409,1509,1523,1552,1761,1794]"
7,random,true,20,3,[4],20,20,"[121,194,390,496,520,650,733,757,800,988,998,1023,1053,1091,1257,1408,1419,1549,1660,1764]"
7,random,true,20,4,[3],20,20,"[189,446,475,484,489,705,735,744,867,962,1004,1125,1219,1260,1300,1378,1478,1518,1606,1726]"
7,random,true,40,1,"[0,1,2,5,6,9]",40,40,"[2,20,56,66,90,135,164,304,311,408,415,442,526,537,657,666,711,788,845,910,917,925,938,952,987,1018,1051,1100,1117,1133,1231,1232,1333,1334,1427,1447,1531,1575,1615,1645]"
7,random,true,40,2,"[7,8]",40,40,"[8,27,114,183,273,332,374,393,394,424,462,472,504,524,560,568,612,663,689,698,754,872,933,978,997,1056,1057,1275,1325,1330,1340,1409,1468,1595,1596,1664,1674,1748,1753,1761]"
7,random,true,40,3,[4],40,36,"[100,121,154,171,194,239,270,324,343,390,496,520,650,733,757,767,800,873,897,988,998,1023,1053,1070,1091,1151,1221,1257,1408,1419,1439,1549,1567,1628,1660,1764]"
7,random,true,40,4,[3],40,37,"[189,431,446,475,477,484,489,539,605,705,706,709,735,744,821,867,962,992,1004,1118,1125,1219,1220,1240,1260,1300,1332,1346,1378,1478,1506,1518,1602,1606,1726,1750,1765]"
8,competence,pseudo,5,1,"[1,3,5,7,8,9]",5,5,"[267,425,1416,1604,1675]"
8,competence,pseudo,5,2,[6],5,5,"[314,989,1005,1303,1510]"
8,competence,pseudo,5,3,"[0,4]",5,5,"[124,887,974,1336,1691]"
8,competence,pseudo,5,4,[2],5,5,"[51,331,927,1547,1751]"
8,competence,pseudo,10,1,"[1,3,5,7,8,9]",10,10,"[203,446,462,601,1069,1073,1396,1401,1418,1590]"
8,competence,pseudo,10,2,[6],10,10,"[314,392,550,620,712,1223,1431,1473,1551,1647]"
8,competence,pseudo,10,3,"[0,4]",10,10,"[150,357,617,676,1091,1297,1435,1456,1526,1691]"
8,competence,pseudo,10,4,[2],10,10,"[50,258,278,331,566,696,860,1214,1338,1782]"
8,competence,pseudo,20,1,"[1,3,5,7,8,9]",20,20,"[32,89,168,267,539,556,744,754,797,816,818,838,926,1054,1176,1264,1404,1406,1713,1750]"
8,competence,pseudo,20,2,[6],20,20,"[164,232,272,314,550,620,880,931,960,1005,1092,1094,1191,1222,1261,1391,1449,1473,1510,1647]"
8,competence,pseudo,20,3,"[0,4]",20,20,"[49,202,250,276,320,580,710,817,886,902,974,988,1167,1268,1297,1365,1435,1456,1611,1745]"
8,competence,pseudo,20,4,[2],20,20,"[50,115,142,207,243,258,278,333,372,566,700,759,1104,1111,1179,1214,1338,1472,1751,1782]"
8,competence,pseudo,40,1,"[1,3,5,7,8,9]",40,40,"[33,59,141,168,192,332,358,370,428,457,462,479,513,521,562,587,602,607,744,753,754,768,814,928,945,1069,1144,1176,1182,1201,1226,1230,1376,1405,1416,1520,1616,1700,1713,1766]"
8,competence,pseudo,40,2,[6],40,36,"[164,196,232,272,314,392,550,620,712,842,880,931,960,989,1005,1092,1094,1191,1222,1223,1261,1303,1321,1345,1382,1391,1393,1431,1449,1473,1510,1551,1636,1647,1701,1749]"
8,competence,pseudo,40,3,"[0,4]",40,40,"[97,124,134,178,202,247,276,357,380,617,676,756,817,854,863,887,900,902,957,974,1039,1091,1095,1105,1157,1167,1254,1268,1336,1374,1397,1411,1456,1536,1555,1563,1584,1611,1697,1716]"
8,competence,pseudo,40,4,[2],40,35,"[50,51,115,142,207,243,258,278,331,333,340,372,461,566,600,696,700,759,860,927,1104,1111,1179,1207,1214,1232,1272,1338,1472,1547,1625,1669,1751,1782,1783]"
8,competence,true,5,1,"[1,3,5,7,8,9]",5,5,"[267,425,1416,1604,1675]"
8,competence,true,5,2,[6],5,5,"[314,989,1005,1303,1510]"
8,competence,true,5,3,"[0,4]",5,5,"[124,887,974,1336,1691]"
8,competence,true,5,4,[2],5,5,"[51,331,927,1547,1751]"
8,competence,true,10,1,"[1,3,5,7,8,9]",10,10,"[203,446,462,601,1069,1073,1396,1401,1418,1590]"
8,competence,true,10,2,[6],10,10,"[314,392,550,620,712,1223,1431,1473,1551,1647]"
8,competence,true,10,3,"[0,4]",10,10,"[150,357,617,676,1091,1297,1435,1456,1526,1691]"
8,competence,true,10,4,[2],10,10,"[50,258,278,331,566,696,860,1214,1338,1782]"
8,competence,true,20,1,"[1,3,5,7,8,9]",20,20,"[32,89,168,267,539,556,744,754,797,816,818,838,926,1054,1176,1264,1404,1406,1713,1750]"
8,competence,true,20,2,[6],20,20,"[164,232,272,314,550,620,880,931,960,1005,1092,1094,1191,1222,1261,1391,1449,1473,1510,1647]"
8,competence,true,20,3,"[0,4]",20,20,"[49,202,250,276,320,580,710,817,886,902,974,988,1167,1268,1297,1365,1435,1456,1611,1745]"
8,competence,true,20,4,[2],20,20,"[50,115,142,207,243,258,278,333,372,566,700,759,1104,1111,1179,1214,1338,1472,1751,1782]"
8,competence,true,40,1,"[1,3,5,7,8,9]",40,40,"[33,59,141,168,192,332,358,370,428,457,462,479,513,521,562,587,602,607,744,753,754,768,814,928,945,1069,1144,1176,1182,1201,1226,1230,1376,1405,1416,1520,1616,1700,1713,1766]"
8,competence,true,40,2,[6],40,36,"[164,196,232,272,314,392,550,620,712,842,880,931,960,989,1005,1092,1094,1191,1222,1223,1261,1303,1321,1345,1382,1391,1393,1431,1449,1473,1510,1551,1636,1647,1701,1749]"
8,competence,true,40,3,"[0,4]",40,40,"[97,124,134,178,202,247,276,357,380,617,676,756,817,854,863,887,900,902,957,974,1039,1091,1095,1105,1157,1167,1254,1268,1336,1374,1397,1411,1456,1536,1555,1563,1584,1611,1697,1716]"
8,competence,true,40,4,[2],40,35,"[50,51,115,142,207,243,258,278,331,333,340,372,461,566,600,696,700,759,860,927,1104,1111,1179,1207,1214,1232,1272,1338,1472,1547,1625,1669,1751,1782,1783]"
8,random,pseudo,5,1,"[1,2,4,5,7,9]",5,5,"[278,425,832,1174,1584]"
8,random,pseudo,5,2,[0],5,5,"[202,786,812,1157,1545]"
8,random,pseudo,5,3,"[3,8]",5,5,"[59,659,768,1175,1750]"
8,random,pseudo,5,4,[6],5,5,"[196,712,1223,1431,1510]"
8,random,pseudo,10,1,"[1,2,4,5,7,9]",10,10,"[243,258,331,797,850,886,1394,1399,1589,1669]"
8,random,pseudo,10,2,[0],10,10,"[202,276,305,357,571,1039,1435,1464,1555,1697]"
8,random,pseudo,10,3,"[3,8]",10,10,"[89,332,424,439,838,1150,1376,1409,1474,1750]"
8,random,pseudo,10,4,[6],10,10,"[164,550,620,712,989,1092,1222,1393,1449,1701]"
8,random,pseudo,20,1,"[1,2,4,5,7,9]",20,20,"[33,109,169,278,600,601,797,822,850,860,863,900,970,1075,1207,1272,1416,1590,1700,1737]"
8,random,pseudo,20,2,[0],20,20,"[49,178,185,202,305,357,676,701,776,812,854,902,957,974,1105,1336,1445,1464,1545,1697]"
8,random,pseudo,20,3,"[3,8]",20,20,"[3,168,183,189,206,404,462,579,654,699,768,814,964,1118,1150,1216,1376,1409,1727,1796]"
8,random,pseudo,20,4,[6],20,20,"[164,232,272,314,392,620,842,931,989,1094,1191,1261,1303,1321,1382,1449,1510,1551,1647,1701]"
8,random,pseudo,40,1,"[1,2,4,5,7,9]",40,40,"[47,61,142,169,240,320,340,358,430,479,495,498,580,587,602,665,681,700,818,822,887,900,947,970,1075,1174,1201,1214,1227,1254,1264,1269,1394,1411,1424,1454,1524,1590,1700,1766]"
8,random,pseudo,40,2,[0],40,36,"[49,150,178,185,202,276,305,357,571,617,676,701,776,786,812,854,902,957,974,1039,1105,1157,1167,1235,1297,1336,1365,1435,1445,1464,1545,1555,1563,1697,1716,1745]"
8,random,pseudo,40,3,"[3,8]",40,40,"[38,59,63,91,168,170,189,332,354,424,439,482,579,607,614,659,691,699,705,768,836,838,867,928,945,964,1110,1118,1175,1255,1271,1284,1409,1537,1664,1675,1712,1727,1758,1790]"
8,random,pseudo,40,4,[6],40,36,"[164,196,232,272,314,392,550,620,712,842,880,931,960,989,1005,1092,1094,1191,1222,1223,1261,1303,1321,1345,1382,1391,1393,1431,1449,1473,1510,1551,1636,1647,1701,1749]"
8,random,true,5,1,"[1,2,4,5,7,9]",5,5,"[278,425,832,1174,1584]"
8,random,true,5,2,[0],5,5,"[202,786,812,1157,1545]"
8,random,true,5,3,"[3,8]",5,5,"[59,659,768,1175,1750]"
8,random,true,5,4,[6],5,5,"[196,712,1223,1431,1510]"
8,random,true,10,1,"[1,2,4,5,7,9]",10,10,"[243,258,331,797,850,886,1394,1399,1589,1669]"
8,random,true,10,2,[0],10,10,"[202,276,305,357,571,1039,1435,1464,1555,1697]"
8,random,true,10,3,"[3,8]",10,10,"[89,332,424,439,838,1150,1376,1409,1474,1750]"
8,random,true,10,4,[6],10,10,"[164,550,620,712,989,1092,1222,1393,1449,1701]"
8,random,true,20,1,"[1,2,4,5,7,9]",20,20,"[33,109,169,278,600,601,797,822,850,860,863,900,970,1075,1207,1272,1416,1590,1700,1737]"
8,random,true,20,2,[0],20,20,"[49,178,185,202,305,357,676,701,776,812,854,902,957,974,1105,1336,1445,1464,1545,1697]"
8,random,true,20,3,"[3,8]",20,20,"[3,168,183,189,206,404,462,579,654,699,768,814,964,1118,1150,1216,1376,1409,1727,1796]"
8,random,true,20,4,[6],20,20,"[164,232,272,314,392,620,842,931,989,1094,1191,1261,1303,1321,1382,1449,1510,1551,1647,1701]"
8,random,true,40,1,"[1,2,4,5,7,9]",40,40,"[47,61,142,169,240,320,340,358,430,479,495,498,580,587,602,665,681,700,818,822,887,900,947,970,1075,1174,1201,1214,1227,1254,1264,1269,1394,1411,1424,1454,1524,1590,1700,1766]"
8,random,true,40,2,[0],40,36,"[49,150,178,185,202,276,305,357,571,617,676,701,776,786,812,854,902,957,974,1039,1105,1157,1167,1235,1297,1336,1365,1435,1445,1464,1545,1555,1563,1697,1716,1745]"
8,random,true,40,3,"[3,8]",40,40,"[38,59,63,91,168,170,189,332,354,424,439,482,579,607,614,659,691,699,705,768,836,838,867,928,945,964,1110,1118,1175,1255,1271,1284,1409,1537,1664,1675,1712,1727,1758,1790]"
8,random,true,40,4,[6],40,36,"[164,196,232,272,314,392,550,620,712,842,880,931,960,989,1005,1092,1094,1191,1222,1223,1261,1303,1321,1345,1382,1391,1393,1431,1449,1473,1510,1551,1636,1647,1701,1749]"
9,competence,pseudo,5,1,"[0,2]",5,5,"[140,328,396,694,1283]"
9,competence,pseudo,5,2,"[1,4,5,7,8,9]",5,5,"[109,714,1392,1560,1728]"
9,competence,pseudo,5,3,[3],5,5,"[706,950,1217,1255,1290]"
9,competence,pseudo,5,4,[6],5,5,"[164,662,960,984,1313]"
9,competence,pseudo,10,1,"[0,2]",10,10,"[126,140,328,335,617,697,956,1494,1555,1594]"
9,competence,pseudo,10,2,"[1,4,5,7,8,9]",10,10,"[109,813,829,1145,1288,1327,1389,1401,1526,1708]"
9,competence,pseudo,10,3,[3],10,10,"[13,133,190,347,359,908,1246,1347,1518,1602]"
9,competence,pseudo,10,4,[6],10,10,"[6,164,234,474,583,728,1035,1215,1313,1623]"
9,competence,pseudo,20,1,"[0,2]",20,20,"[126,214,443,570,617,631,646,902,1002,1193,1214,1241,1258,1335,1403,1563,1594,1642,1654,1655]"
